filepath,filename,modality,vocalchannel,emotion_id,emotion,intensity,statement,repetition,actor,gender,ok,sr,duration,channels,subtype,error
../data/Actor_06/03-02-06-01-01-02-06.wav,03-02-06-01-01-02-06,3,song,6,fearful,normal,kidsdoor,2,6,female,True,48000,4.671333333333333,1,PCM_16,
../data/Actor_06/03-02-06-01-02-01-06.wav,03-02-06-01-02-01-06,3,song,6,fearful,normal,dogsdoor,1,6,female,True,48000,4.437770833333333,1,PCM_16,
../data/Actor_06/03-02-06-01-02-02-06.wav,03-02-06-01-02-02-06,3,song,6,fearful,normal,dogsdoor,2,6,female,True,48000,4.5045,1,PCM_16,
../data/Actor_06/03-02-06-02-01-01-06.wav,03-02-06-02-01-01-06,3,song,6,fearful,strong,kidsdoor,1,6,female,True,48000,4.2375625,1,PCM_16,
../data/Actor_06/03-02-06-02-01-02-06.wav,03-02-06-02-01-02-06,3,song,6,fearful,strong,kidsdoor,2,6,female,True,48000,4.204208333333334,1,PCM_16,
../data/Actor_06/03-02-06-02-02-01-06.wav,03-02-06-02-02-01-06,3,song,6,fearful,strong,dogsdoor,1,6,female,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_06/03-02-06-02-02-02-06.wav,03-02-06-02-02-02-06,3,song,6,fearful,strong,dogsdoor,2,6,female,True,48000,4.204208333333334,1,PCM_16,
../data/Actor_07/03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07,3,speech,1,neutral,normal,kidsdoor,1,7,male,True,48000,3.9039166666666665,1,PCM_16,
../data/Actor_07/03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07,3,speech,1,neutral,normal,kidsdoor,2,7,male,True,48000,3.8038125,1,PCM_16,
../data/Actor_07/03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07,3,speech,1,neutral,normal,dogsdoor,1,7,male,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_07/03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07,3,speech,1,neutral,normal,dogsdoor,2,7,male,True,48000,3.7370625,1,PCM_16,
../data/Actor_07/03-01-02-01-01-01-07.wav,03-01-02-01-01-01-07,3,speech,2,calm,normal,kidsdoor,1,7,male,True,48000,3.470125,1,PCM_16,
../data/Actor_07/03-01-02-01-01-02-07.wav,03-01-02-01-01-02-07,3,speech,2,calm,normal,kidsdoor,2,7,male,True,48000,3.7370625,1,PCM_16,
../data/Actor_07/03-01-02-01-02-01-07.wav,03-01-02-01-02-01-07,3,speech,2,calm,normal,dogsdoor,1,7,male,True,48000,3.5035,1,PCM_16,
../data/Actor_07/03-01-02-01-02-02-07.wav,03-01-02-01-02-02-07,3,speech,2,calm,normal,dogsdoor,2,7,male,True,48000,3.536875,1,PCM_16,
../data/Actor_07/03-01-02-02-01-01-07.wav,03-01-02-02-01-01-07,3,speech,2,calm,strong,kidsdoor,1,7,male,True,48000,4.004,1,PCM_16,
../data/Actor_07/03-01-02-02-01-02-07.wav,03-01-02-02-01-02-07,3,speech,2,calm,strong,kidsdoor,2,7,male,True,48000,3.8705416666666665,1,PCM_16,
../data/Actor_07/03-01-02-02-02-01-07.wav,03-01-02-02-02-01-07,3,speech,2,calm,strong,dogsdoor,1,7,male,True,48000,4.2709375,1,PCM_16,
../data/Actor_07/03-01-02-02-02-02-07.wav,03-01-02-02-02-02-07,3,speech,2,calm,strong,dogsdoor,2,7,male,True,48000,4.104104166666667,1,PCM_16,
../data/Actor_07/03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07,3,speech,3,happy,normal,kidsdoor,1,7,male,True,48000,3.5035,1,PCM_16,
../data/Actor_07/03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07,3,speech,3,happy,normal,kidsdoor,2,7,male,True,48000,3.470125,1,PCM_16,
../data/Actor_07/03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07,3,speech,3,happy,normal,dogsdoor,1,7,male,True,48000,3.403395833333333,1,PCM_16,
../data/Actor_07/03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07,3,speech,3,happy,normal,dogsdoor,2,7,male,True,48000,3.403395833333333,1,PCM_16,
../data/Actor_07/03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07,3,speech,3,happy,strong,kidsdoor,1,7,male,True,48000,4.104104166666667,1,PCM_16,
../data/Actor_07/03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07,3,speech,3,happy,strong,kidsdoor,2,7,male,True,48000,4.037354166666667,1,PCM_16,
../data/Actor_07/03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07,3,speech,3,happy,strong,dogsdoor,1,7,male,True,48000,4.037375,1,PCM_16,
../data/Actor_07/03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07,3,speech,3,happy,strong,dogsdoor,2,7,male,True,48000,3.8371666666666666,1,PCM_16,
../data/Actor_07/03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07,3,speech,4,sad,normal,kidsdoor,1,7,male,True,48000,3.536875,1,PCM_16,
../data/Actor_07/03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07,3,speech,4,sad,normal,kidsdoor,2,7,male,True,48000,3.6035833333333334,1,PCM_16,
../data/Actor_07/03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07,3,speech,4,sad,normal,dogsdoor,1,7,male,True,48000,3.536875,1,PCM_16,
../data/Actor_07/03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07,3,speech,4,sad,normal,dogsdoor,2,7,male,True,48000,3.8705208333333334,1,PCM_16,
../data/Actor_07/03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07,3,speech,4,sad,strong,kidsdoor,1,7,male,True,48000,3.93725,1,PCM_16,
../data/Actor_07/03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07,3,speech,4,sad,strong,kidsdoor,2,7,male,True,48000,3.8371666666666666,1,PCM_16,
../data/Actor_07/03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07,3,speech,4,sad,strong,dogsdoor,1,7,male,True,48000,3.636979166666667,1,PCM_16,
../data/Actor_07/03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07,3,speech,4,sad,strong,dogsdoor,2,7,male,True,48000,3.8371666666666666,1,PCM_16,
../data/Actor_07/03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07,3,speech,5,angry,normal,kidsdoor,1,7,male,True,48000,4.004,1,PCM_16,
../data/Actor_07/03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07,3,speech,5,angry,normal,kidsdoor,2,7,male,True,48000,3.970645833333333,1,PCM_16,
../data/Actor_07/03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07,3,speech,5,angry,normal,dogsdoor,1,7,male,True,48000,4.004,1,PCM_16,
../data/Actor_07/03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07,3,speech,5,angry,normal,dogsdoor,2,7,male,True,48000,4.004,1,PCM_16,
../data/Actor_07/03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07,3,speech,5,angry,strong,kidsdoor,1,7,male,True,48000,3.6036041666666665,1,PCM_16,
../data/Actor_07/03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07,3,speech,5,angry,strong,kidsdoor,2,7,male,True,48000,4.004,1,PCM_16,
../data/Actor_07/03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07,3,speech,5,angry,strong,dogsdoor,1,7,male,True,48000,3.8371666666666666,1,PCM_16,
../data/Actor_07/03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07,3,speech,5,angry,strong,dogsdoor,2,7,male,True,48000,4.337666666666666,1,PCM_16,
../data/Actor_07/03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07,3,speech,6,fearful,normal,kidsdoor,1,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07,3,speech,6,fearful,normal,kidsdoor,2,7,male,True,48000,3.5035,1,PCM_16,
../data/Actor_07/03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07,3,speech,6,fearful,normal,dogsdoor,1,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07,3,speech,6,fearful,normal,dogsdoor,2,7,male,True,48000,3.370041666666667,1,PCM_16,
../data/Actor_07/03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07,3,speech,6,fearful,strong,kidsdoor,1,7,male,True,48000,3.636979166666667,1,PCM_16,
../data/Actor_07/03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07,3,speech,6,fearful,strong,kidsdoor,2,7,male,True,48000,3.470125,1,PCM_16,
../data/Actor_07/03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07,3,speech,6,fearful,strong,dogsdoor,1,7,male,True,48000,3.403395833333333,1,PCM_16,
../data/Actor_07/03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07,3,speech,6,fearful,strong,dogsdoor,2,7,male,True,48000,3.5035,1,PCM_16,
../data/Actor_07/03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07,3,speech,7,disgust,normal,kidsdoor,1,7,male,True,48000,3.5368541666666666,1,PCM_16,
../data/Actor_07/03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07,3,speech,7,disgust,normal,kidsdoor,2,7,male,True,48000,3.5035,1,PCM_16,
../data/Actor_07/03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07,3,speech,7,disgust,normal,dogsdoor,1,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07,3,speech,7,disgust,normal,dogsdoor,2,7,male,True,48000,3.5368541666666666,1,PCM_16,
../data/Actor_07/03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07,3,speech,7,disgust,strong,kidsdoor,1,7,male,True,48000,4.137479166666667,1,PCM_16,
../data/Actor_07/03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07,3,speech,7,disgust,strong,kidsdoor,2,7,male,True,48000,4.404395833333333,1,PCM_16,
../data/Actor_07/03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07,3,speech,7,disgust,strong,dogsdoor,1,7,male,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_07/03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07,3,speech,7,disgust,strong,dogsdoor,2,7,male,True,48000,4.771416666666667,1,PCM_16,
../data/Actor_07/03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07,3,speech,8,surprised,normal,kidsdoor,1,7,male,True,48000,3.470125,1,PCM_16,
../data/Actor_07/03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07,3,speech,8,surprised,normal,kidsdoor,2,7,male,True,48000,3.536875,1,PCM_16,
../data/Actor_07/03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07,3,speech,8,surprised,normal,dogsdoor,1,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07,3,speech,8,surprised,normal,dogsdoor,2,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07,3,speech,8,surprised,strong,kidsdoor,1,7,male,True,48000,3.8705416666666665,1,PCM_16,
../data/Actor_07/03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07,3,speech,8,surprised,strong,kidsdoor,2,7,male,True,48000,3.6369583333333333,1,PCM_16,
../data/Actor_07/03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07,3,speech,8,surprised,strong,dogsdoor,1,7,male,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_07/03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07,3,speech,8,surprised,strong,dogsdoor,2,7,male,True,48000,3.470125,1,PCM_16,
../data/Actor_07/03-02-01-01-01-01-07.wav,03-02-01-01-01-01-07,3,song,1,neutral,normal,kidsdoor,1,7,male,True,48000,4.304291666666667,1,PCM_16,
../data/Actor_07/03-02-01-01-01-02-07.wav,03-02-01-01-01-02-07,3,song,1,neutral,normal,kidsdoor,2,7,male,True,48000,4.2709375,1,PCM_16,
../data/Actor_07/03-02-01-01-02-01-07.wav,03-02-01-01-02-01-07,3,song,1,neutral,normal,dogsdoor,1,7,male,True,48000,4.404395833333333,1,PCM_16,
../data/Actor_07/03-02-01-01-02-02-07.wav,03-02-01-01-02-02-07,3,song,1,neutral,normal,dogsdoor,2,7,male,True,48000,4.404395833333333,1,PCM_16,
../data/Actor_07/03-02-02-01-01-01-07.wav,03-02-02-01-01-01-07,3,song,2,calm,normal,kidsdoor,1,7,male,True,48000,4.637979166666667,1,PCM_16,
../data/Actor_07/03-02-02-01-01-02-07.wav,03-02-02-01-01-02-07,3,song,2,calm,normal,kidsdoor,2,7,male,True,48000,4.971625,1,PCM_16,
../data/Actor_07/03-02-02-01-02-01-07.wav,03-02-02-01-02-01-07,3,song,2,calm,normal,dogsdoor,1,7,male,True,48000,4.7380625,1,PCM_16,
../data/Actor_07/03-02-02-01-02-02-07.wav,03-02-02-01-02-02-07,3,song,2,calm,normal,dogsdoor,2,7,male,True,48000,4.7047083333333335,1,PCM_16,
../data/Actor_07/03-02-02-02-01-01-07.wav,03-02-02-02-01-01-07,3,song,2,calm,strong,kidsdoor,1,7,male,True,48000,4.904895833333334,1,PCM_16,
../data/Actor_07/03-02-02-02-01-02-07.wav,03-02-02-02-01-02-07,3,song,2,calm,strong,kidsdoor,2,7,male,True,48000,4.938270833333333,1,PCM_16,
../data/Actor_07/03-02-02-02-02-01-07.wav,03-02-02-02-02-01-07,3,song,2,calm,strong,dogsdoor,1,7,male,True,48000,4.7047083333333335,1,PCM_16,
../data/Actor_07/03-02-02-02-02-02-07.wav,03-02-02-02-02-02-07,3,song,2,calm,strong,dogsdoor,2,7,male,True,48000,5.105104166666667,1,PCM_16,
../data/Actor_07/03-02-03-01-01-01-07.wav,03-02-03-01-01-01-07,3,song,3,happy,normal,kidsdoor,1,7,male,True,48000,4.2709375,1,PCM_16,
../data/Actor_07/03-02-03-01-01-02-07.wav,03-02-03-01-01-02-07,3,song,3,happy,normal,kidsdoor,2,7,male,True,48000,4.3043125,1,PCM_16,
../data/Actor_07/03-02-03-01-02-01-07.wav,03-02-03-01-02-01-07,3,song,3,happy,normal,dogsdoor,1,7,male,True,48000,4.337666666666666,1,PCM_16,
../data/Actor_07/03-02-03-01-02-02-07.wav,03-02-03-01-02-02-07,3,song,3,happy,normal,dogsdoor,2,7,male,True,48000,4.371041666666667,1,PCM_16,
../data/Actor_07/03-02-03-02-01-01-07.wav,03-02-03-02-01-01-07,3,song,3,happy,strong,kidsdoor,1,7,male,True,48000,4.2709375,1,PCM_16,
../data/Actor_07/03-02-03-02-01-02-07.wav,03-02-03-02-01-02-07,3,song,3,happy,strong,kidsdoor,2,7,male,True,48000,4.2709375,1,PCM_16,
../data/Actor_07/03-02-03-02-02-01-07.wav,03-02-03-02-02-01-07,3,song,3,happy,strong,dogsdoor,1,7,male,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_07/03-02-03-02-02-02-07.wav,03-02-03-02-02-02-07,3,song,3,happy,strong,dogsdoor,2,7,male,True,48000,4.371041666666667,1,PCM_16,
../data/Actor_07/03-02-04-01-01-01-07.wav,03-02-04-01-01-01-07,3,song,4,sad,normal,kidsdoor,1,7,male,True,48000,4.5045,1,PCM_16,
../data/Actor_07/03-02-04-01-01-02-07.wav,03-02-04-01-01-02-07,3,song,4,sad,normal,kidsdoor,2,7,male,True,48000,4.637979166666667,1,PCM_16,
../data/Actor_07/03-02-04-01-02-01-07.wav,03-02-04-01-02-01-07,3,song,4,sad,normal,dogsdoor,1,7,male,True,48000,5.271916666666667,1,PCM_16,
../data/Actor_07/03-02-04-01-02-02-07.wav,03-02-04-01-02-02-07,3,song,4,sad,normal,dogsdoor,2,7,male,True,48000,4.938270833333333,1,PCM_16,
../data/Actor_07/03-02-04-02-01-01-07.wav,03-02-04-02-01-01-07,3,song,4,sad,strong,kidsdoor,1,7,male,True,48000,4.7380625,1,PCM_16,
../data/Actor_07/03-02-04-02-01-02-07.wav,03-02-04-02-01-02-07,3,song,4,sad,strong,kidsdoor,2,7,male,True,48000,4.904895833333334,1,PCM_16,
../data/Actor_07/03-02-04-02-02-01-07.wav,03-02-04-02-02-01-07,3,song,4,sad,strong,dogsdoor,1,7,male,True,48000,4.9716458333333335,1,PCM_16,
../data/Actor_07/03-02-04-02-02-02-07.wav,03-02-04-02-02-02-07,3,song,4,sad,strong,dogsdoor,2,7,male,True,48000,4.7047083333333335,1,PCM_16,
../data/Actor_07/03-02-05-01-01-01-07.wav,03-02-05-01-01-01-07,3,song,5,angry,normal,kidsdoor,1,7,male,True,48000,4.471125,1,PCM_16,
../data/Actor_07/03-02-05-01-01-02-07.wav,03-02-05-01-01-02-07,3,song,5,angry,normal,kidsdoor,2,7,male,True,48000,4.537875,1,PCM_16,
../data/Actor_07/03-02-05-01-02-01-07.wav,03-02-05-01-02-01-07,3,song,5,angry,normal,dogsdoor,1,7,male,True,48000,4.57125,1,PCM_16,
../data/Actor_07/03-02-05-01-02-02-07.wav,03-02-05-01-02-02-07,3,song,5,angry,normal,dogsdoor,2,7,male,True,48000,4.604604166666666,1,PCM_16,
../data/Actor_07/03-02-05-02-01-01-07.wav,03-02-05-02-01-01-07,3,song,5,angry,strong,kidsdoor,1,7,male,True,48000,4.437770833333333,1,PCM_16,
../data/Actor_07/03-02-05-02-01-02-07.wav,03-02-05-02-01-02-07,3,song,5,angry,strong,kidsdoor,2,7,male,True,48000,4.5045,1,PCM_16,
../data/Actor_07/03-02-05-02-02-01-07.wav,03-02-05-02-02-01-07,3,song,5,angry,strong,dogsdoor,1,7,male,True,48000,4.604604166666666,1,PCM_16,
../data/Actor_07/03-02-05-02-02-02-07.wav,03-02-05-02-02-02-07,3,song,5,angry,strong,dogsdoor,2,7,male,True,48000,4.571229166666667,1,PCM_16,
../data/Actor_07/03-02-06-01-01-01-07.wav,03-02-06-01-01-01-07,3,song,6,fearful,normal,kidsdoor,1,7,male,True,48000,4.237583333333333,1,PCM_16,
../data/Actor_07/03-02-06-01-01-02-07.wav,03-02-06-01-01-02-07,3,song,6,fearful,normal,kidsdoor,2,7,male,True,48000,4.2375625,1,PCM_16,
../data/Actor_07/03-02-06-01-02-01-07.wav,03-02-06-01-02-01-07,3,song,6,fearful,normal,dogsdoor,1,7,male,True,48000,4.671333333333333,1,PCM_16,
../data/Actor_07/03-02-06-01-02-02-07.wav,03-02-06-01-02-02-07,3,song,6,fearful,normal,dogsdoor,2,7,male,True,48000,4.871520833333333,1,PCM_16,
../data/Actor_07/03-02-06-02-01-01-07.wav,03-02-06-02-01-01-07,3,song,6,fearful,strong,kidsdoor,1,7,male,True,48000,4.170833333333333,1,PCM_16,
../data/Actor_07/03-02-06-02-01-02-07.wav,03-02-06-02-01-02-07,3,song,6,fearful,strong,kidsdoor,2,7,male,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_07/03-02-06-02-02-01-07.wav,03-02-06-02-02-01-07,3,song,6,fearful,strong,dogsdoor,1,7,male,True,48000,4.371041666666667,1,PCM_16,
../data/Actor_07/03-02-06-02-02-02-07.wav,03-02-06-02-02-02-07,3,song,6,fearful,strong,dogsdoor,2,7,male,True,48000,4.137458333333333,1,PCM_16,
../data/Actor_08/03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08,3,speech,1,neutral,normal,kidsdoor,1,8,female,True,48000,3.5035,1,PCM_16,
../data/Actor_08/03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08,3,speech,1,neutral,normal,kidsdoor,2,8,female,True,48000,3.636979166666667,1,PCM_16,
../data/Actor_08/03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08,3,speech,1,neutral,normal,dogsdoor,1,8,female,True,48000,3.5368541666666666,1,PCM_16,
../data/Actor_08/03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08,3,speech,1,neutral,normal,dogsdoor,2,8,female,True,48000,3.5035,1,PCM_16,
../data/Actor_08/03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08,3,speech,2,calm,normal,kidsdoor,1,8,female,True,48000,3.6036041666666665,1,PCM_16,
../data/Actor_08/03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08,3,speech,2,calm,normal,kidsdoor,2,8,female,True,48000,3.4034166666666668,1,PCM_16,
../data/Actor_08/03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08,3,speech,2,calm,normal,dogsdoor,1,8,female,True,48000,3.470125,1,PCM_16,
../data/Actor_08/03-01-02-01-02-02-08.wav,03-01-02-01-02-02-08,3,speech,2,calm,normal,dogsdoor,2,8,female,True,48000,3.470125,1,PCM_16,
../data/Actor_08/03-01-02-02-01-01-08.wav,03-01-02-02-01-01-08,3,speech,2,calm,strong,kidsdoor,1,8,female,True,48000,3.6369583333333333,1,PCM_16,
../data/Actor_08/03-01-02-02-01-02-08.wav,03-01-02-02-01-02-08,3,speech,2,calm,strong,kidsdoor,2,8,female,True,48000,3.7370625,1,PCM_16,
../data/Actor_08/03-01-02-02-02-01-08.wav,03-01-02-02-02-01-08,3,speech,2,calm,strong,dogsdoor,1,8,female,True,48000,3.6703333333333332,1,PCM_16,
../data/Actor_08/03-01-02-02-02-02-08.wav,03-01-02-02-02-02-08,3,speech,2,calm,strong,dogsdoor,2,8,female,True,48000,3.8038125,1,PCM_16,
../data/Actor_08/03-01-03-01-01-01-08.wav,03-01-03-01-01-01-08,3,speech,3,happy,normal,kidsdoor,1,8,female,True,48000,3.5035,1,PCM_16,
../data/Actor_08/03-01-03-01-01-02-08.wav,03-01-03-01-01-02-08,3,speech,3,happy,normal,kidsdoor,2,8,female,True,48000,3.43675,1,PCM_16,
../data/Actor_08/03-01-03-01-02-01-08.wav,03-01-03-01-02-01-08,3,speech,3,happy,normal,dogsdoor,1,8,female,True,48000,3.470125,1,PCM_16,
../data/Actor_08/03-01-03-01-02-02-08.wav,03-01-03-01-02-02-08,3,speech,3,happy,normal,dogsdoor,2,8,female,True,48000,3.4367708333333336,1,PCM_16,
../data/Actor_08/03-01-03-02-01-01-08.wav,03-01-03-02-01-01-08,3,speech,3,happy,strong,kidsdoor,1,8,female,True,48000,3.7704166666666667,1,PCM_16,
../data/Actor_08/03-01-03-02-01-02-08.wav,03-01-03-02-01-02-08,3,speech,3,happy,strong,kidsdoor,2,8,female,True,48000,3.9038958333333333,1,PCM_16,
../data/Actor_08/03-01-03-02-02-01-08.wav,03-01-03-02-02-01-08,3,speech,3,happy,strong,dogsdoor,1,8,female,True,48000,3.8371666666666666,1,PCM_16,
../data/Actor_08/03-01-03-02-02-02-08.wav,03-01-03-02-02-02-08,3,speech,3,happy,strong,dogsdoor,2,8,female,True,48000,3.9372708333333333,1,PCM_16,
../data/Actor_08/03-01-04-01-01-01-08.wav,03-01-04-01-01-01-08,3,speech,4,sad,normal,kidsdoor,1,8,female,True,48000,4.204208333333334,1,PCM_16,
../data/Actor_08/03-01-04-01-01-02-08.wav,03-01-04-01-01-02-08,3,speech,4,sad,normal,kidsdoor,2,8,female,True,48000,3.8705208333333334,1,PCM_16,
../data/Actor_08/03-01-04-01-02-01-08.wav,03-01-04-01-02-01-08,3,speech,4,sad,normal,dogsdoor,1,8,female,True,48000,3.57025,1,PCM_16,
../data/Actor_08/03-01-04-01-02-02-08.wav,03-01-04-01-02-02-08,3,speech,4,sad,normal,dogsdoor,2,8,female,True,48000,3.6036041666666665,1,PCM_16,
../data/Actor_08/03-01-04-02-01-01-08.wav,03-01-04-02-01-01-08,3,speech,4,sad,strong,kidsdoor,1,8,female,True,48000,3.7704166666666667,1,PCM_16,
../data/Actor_08/03-01-04-02-01-02-08.wav,03-01-04-02-01-02-08,3,speech,4,sad,strong,kidsdoor,2,8,female,True,48000,3.9372708333333333,1,PCM_16,
../data/Actor_08/03-01-04-02-02-01-08.wav,03-01-04-02-02-01-08,3,speech,4,sad,strong,dogsdoor,1,8,female,True,48000,3.6703333333333332,1,PCM_16,
../data/Actor_08/03-01-04-02-02-02-08.wav,03-01-04-02-02-02-08,3,speech,4,sad,strong,dogsdoor,2,8,female,True,48000,3.703708333333333,1,PCM_16,
../data/Actor_08/03-01-05-01-01-01-08.wav,03-01-05-01-01-01-08,3,speech,5,angry,normal,kidsdoor,1,8,female,True,48000,3.703708333333333,1,PCM_16,
../data/Actor_08/03-01-05-01-01-02-08.wav,03-01-05-01-01-02-08,3,speech,5,angry,normal,kidsdoor,2,8,female,True,48000,3.6036041666666665,1,PCM_16,
../data/Actor_08/03-01-05-01-02-01-08.wav,03-01-05-01-02-01-08,3,speech,5,angry,normal,dogsdoor,1,8,female,True,48000,3.536875,1,PCM_16,
../data/Actor_08/03-01-05-01-02-02-08.wav,03-01-05-01-02-02-08,3,speech,5,angry,normal,dogsdoor,2,8,female,True,48000,3.5702291666666666,1,PCM_16,
../data/Actor_08/03-01-05-02-01-01-08.wav,03-01-05-02-01-01-08,3,speech,5,angry,strong,kidsdoor,1,8,female,True,48000,3.970625,1,PCM_16,
../data/Actor_08/03-01-05-02-01-02-08.wav,03-01-05-02-01-02-08,3,speech,5,angry,strong,kidsdoor,2,8,female,True,48000,3.7704375,1,PCM_16,
../data/Actor_08/03-01-05-02-02-01-08.wav,03-01-05-02-02-01-08,3,speech,5,angry,strong,dogsdoor,1,8,female,True,48000,3.6036041666666665,1,PCM_16,
../data/Actor_08/03-01-05-02-02-02-08.wav,03-01-05-02-02-02-08,3,speech,5,angry,strong,dogsdoor,2,8,female,True,48000,3.6369583333333333,1,PCM_16,
../data/Actor_08/03-01-06-01-01-01-08.wav,03-01-06-01-01-01-08,3,speech,6,fearful,normal,kidsdoor,1,8,female,True,48000,3.970645833333333,1,PCM_16,
../data/Actor_08/03-01-06-01-01-02-08.wav,03-01-06-01-01-02-08,3,speech,6,fearful,normal,kidsdoor,2,8,female,True,48000,3.6703333333333332,1,PCM_16,
../data/Actor_08/03-01-06-01-02-01-08.wav,03-01-06-01-02-01-08,3,speech,6,fearful,normal,dogsdoor,1,8,female,True,48000,3.7704375,1,PCM_16,
../data/Actor_08/03-01-06-01-02-02-08.wav,03-01-06-01-02-02-08,3,speech,6,fearful,normal,dogsdoor,2,8,female,True,48000,3.6703333333333332,1,PCM_16,
../data/Actor_08/03-01-06-02-01-01-08.wav,03-01-06-02-01-01-08,3,speech,6,fearful,strong,kidsdoor,1,8,female,True,48000,3.970625,1,PCM_16,
../data/Actor_08/03-01-06-02-01-02-08.wav,03-01-06-02-01-02-08,3,speech,6,fearful,strong,kidsdoor,2,8,female,True,48000,3.9038958333333333,1,PCM_16,
../data/Actor_08/03-01-06-02-02-01-08.wav,03-01-06-02-02-01-08,3,speech,6,fearful,strong,dogsdoor,1,8,female,True,48000,3.8705208333333334,1,PCM_16,
../data/Actor_08/03-01-06-02-02-02-08.wav,03-01-06-02-02-02-08,3,speech,6,fearful,strong,dogsdoor,2,8,female,True,48000,3.9372708333333333,1,PCM_16,
../data/Actor_08/03-01-07-01-01-01-08.wav,03-01-07-01-01-01-08,3,speech,7,disgust,normal,kidsdoor,1,8,female,True,48000,3.9038958333333333,1,PCM_16,
../data/Actor_08/03-01-07-01-01-02-08.wav,03-01-07-01-01-02-08,3,speech,7,disgust,normal,kidsdoor,2,8,female,True,48000,3.6703333333333332,1,PCM_16,
../data/Actor_08/03-01-07-01-02-01-08.wav,03-01-07-01-02-01-08,3,speech,7,disgust,normal,dogsdoor,1,8,female,True,48000,3.9372708333333333,1,PCM_16,
../data/Actor_08/03-01-07-01-02-02-08.wav,03-01-07-01-02-02-08,3,speech,7,disgust,normal,dogsdoor,2,8,female,True,48000,3.8371666666666666,1,PCM_16,
